Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Tanzania,TZA,2.62633340270106,2.58889620581758,2.49793797332686,2.51396987611637,2.52733481784973,2.53549194533664,2.53787913294955,2.5637092187766,2.58366125391209,2.60129917835952,2.62054110317161,2.64358863792274
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Thailand,THA,4.51791540839022,6.53162896642209,9.18986099016463,9.50281504078913,9.8398758943456,10.205365247341,10.6020313525916,11.0060577653537,11.4369639217331,11.9008931395893,12.4062503348266,12.957737608456
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Timor-Leste,TLS,3.05185317708799,3.40786506943958,4.13528802471543,4.22791294569962,4.30982906353454,4.3654642515611,4.38777164963362,4.39018509162725,4.35959390568973,4.31649229400603,4.2865351139377,4.28307589622624
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Togo,TGO,2.97905949481654,2.86083467596675,2.75041794630427,2.76680372889168,2.78048497121812,2.79207060801345,2.80254775330534,2.82848716323182,2.85022720087124,2.86946801108822,2.88734759103955,2.90502497727911
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Tonga,TON,4.38523598649402,5.61072948669531,5.75597226782024,5.80122059238639,5.84859680842701,5.90826305578652,5.99517766245622,5.97332225880771,5.96482283966352,5.95366144364662,5.94196795988286,5.91986375892899
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Trinidad and Tobago,TTO,5.70715640446935,6.47601355163899,8.55035781160893,8.80981009340291,9.07902250345903,9.36378083378293,9.66761242563824,10.0087836464473,10.3645870587887,10.7349535163324,11.1182080226642,11.5146396396396
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Tunisia,TUN,4.86973848698258,6.72865110961183,7.49453540720991,7.49141560036589,7.49991486312684,7.55187400102376,7.66500813196912,7.82946130753467,8.05233384204566,8.31567907898877,8.5934685561919,8.87294869222876
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Turkey,TUR,4.60626470649326,6.09197530292206,7.32155371664516,7.43446341344161,7.55757666644162,7.70034868651331,7.86886477141321,8.05000799783324,8.25571138776413,8.4832129399716,8.72628382619289,8.98106567861368
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Turkmenistan,TKM,3.77402946334753,4.27837266971544,4.09643444203178,4.05689174054177,4.03130379559547,4.03492069996532,4.07466856605958,4.15767749464535,4.27749642346457,4.42663446194014,4.5924253238213,4.7680229473405
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Uganda,UGA,2.57553246463489,2.28707427582345,1.87490597958489,1.87658657570029,1.8776244050242,1.87948083312628,1.88283445587944,1.90077642490639,1.92030488414537,1.94098692046317,1.96255018738143,1.9856996152271
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Ukraine,UKR,11.9875199912636,13.7998485402728,15.6581508696084,15.6253009923965,15.6131089589254,15.625796082474,15.6694126854989,15.8940764958357,16.1552261547116,16.4346864392016,16.7049903897468,16.9491433186105
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,United Arab Emirates,ARE,1.20009932007316,1.09257570526684,0.742010223346351,0.802584143950356,0.859847508836247,0.904703893728956,0.93336859946669,0.986990678326415,1.03467797621702,1.08500098484481,1.15654945602229,1.26440765501746
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,United Kingdom,GBR,15.7488000528438,15.8931484991788,16.8081294158021,17.1061412302818,17.4298656017238,17.7280293900099,17.9742100784289,18.1583745643756,18.2911350395904,18.3958656741466,18.5086956390397,18.6533467108562
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,United States,USA,12.6277839838757,12.3337392660218,13.2502621355322,13.5614320272468,13.9050443081105,14.2676996042196,14.6428847122761,15.0336787501808,15.4193658960742,15.8076540556035,16.2096061428511,16.6309257142475
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Uruguay,URY,11.637634538965,13.091974783537,14.1045208959273,14.1984773489002,14.2896045161403,14.3834496517505,14.4830508946489,14.5913311093128,14.7002261801567,14.8145195308593,14.9412404303739,15.0876723291678
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Uzbekistan,UZB,4.10877880895061,4.61959660403097,4.38144584275603,4.25393538404314,4.14335111404006,4.07382565423145,4.05863556338683,4.14162684514612,4.26475960335778,4.4191378781364,4.59521572497926,4.78885619116774
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Vanuatu,VUT,3.55249602587107,3.29293082196224,3.85612376521205,3.79801121447381,3.7586455471779,3.73794943309283,3.72478147014347,3.70459526461395,3.67377675037652,3.64015306819735,3.6160889950047,3.60871900893715
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,"Venezuela, RB",VEN,3.78625622145542,4.48575146142726,5.71217875015655,5.85928119147285,6.0130908792977,6.17970900877703,6.36488559256154,6.6436402757606,6.94368203720475,7.26698662012597,7.6109903731012,7.97269933752849
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Vietnam,VNM,5.74437030583039,6.41940502071245,6.48139592296192,6.47736107575243,6.49310049458422,6.54945695877901,6.65835853517865,6.82469158458086,7.03102794813837,7.2749782978793,7.55367294178711,7.86601168689755
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Virgin Islands (U.S.),VIR,6.22614595782413,8.65878111145858,14.2523607422041,15.0700248261224,15.8998319136207,16.7161367657971,17.4936641323196,18.1303953832213,18.7224942959972,19.2883072220099,19.8751171374476,20.4960497965047
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,West Bank and Gaza,PSE,2.12843917949831,2.2752460217934,2.80732177588996,2.86424399627214,2.92085677173053,2.97224497187511,3.01633899044548,3.05536176772468,3.09407997553098,3.13330573708009,3.17341240048018,3.2159907037539
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,"Yemen, Rep.",YEM,2.52990757552118,2.78499049231343,2.69044054357796,2.71896849685807,2.74701954805222,2.77276285520719,2.79591328954544,2.8256519531947,2.85163700902815,2.87626975604452,2.90214067508993,2.93098321985502
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Zambia,ZMB,2.53376791514581,2.39239957511292,2.08115792091151,2.07718551138426,2.07122961617907,2.06417127300713,2.05672004056083,2.07070534846608,2.08480693055531,2.09967802593266,2.11531473828777,2.1320221900021
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Zimbabwe,ZWE,2.67793065483074,2.99041104064756,3.03921369421362,2.98778893112164,2.9290792099966,2.87853414370384,2.84419509202889,2.86177852824712,2.8961911187331,2.93952365300113,2.9806080625078,3.01417809846838
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Africa Eastern and Southern,AFE,3.00750523052177,3.05452239208403,2.99473977527128,3.00804127118225,3.02080838982705,3.03352733423422,3.046899470973,3.07466767622206,3.10079593685997,3.12638408580659,3.15250911846087,3.18006852692482
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Africa Western and Central,AFW,3.03692931692326,2.93290076463381,2.79797095425204,2.79534389979172,2.78748552809325,2.77632806855857,2.76344659173313,2.77326132145525,2.77930903143514,2.78285693678526,2.78495046452943,2.78664758406628
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Arab World,ARB,3.62189743502136,4.01808494040061,4.15269834224456,4.17525331194269,4.20420000139442,4.24490752340459,4.30104733107769,4.37456206384353,4.46157416620151,4.55790761331772,4.65783750219564,4.75913201944706
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Caribbean small states,CSS,6.2580687245367,6.82992846443076,7.72443940579614,7.84801031446666,7.9824193675701,8.12372551716665,8.27063479910172,8.43838229100183,8.61179096279206,8.79665392942626,9.00063483310097,9.22912630594756
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Central Europe and the Baltics,CEB,11.0782073389488,13.4657103545865,15.3891634998439,15.7287858657648,16.1172585970633,16.5317825560489,16.9583038615612,17.4639603887202,17.9647348261546,18.4604770765906,18.9529357847638,19.4401801514477
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Early-demographic dividend,EAR,3.83861765803687,4.40434376932474,5.05857232377594,5.13318944627737,5.2117562086857,5.30078575648182,5.40422329252517,5.533881585835,5.67223774243895,5.81807372055438,5.96941076680328,6.12566581173667
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,East Asia & Pacific,EAS,5.72426776786496,7.02156901318865,8.53404900237568,8.72687277480662,8.94237378093883,9.19804499080427,9.50386633385323,9.87958814235578,10.3005443358323,10.74507005348,11.1803383263563,11.5880902261394
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,East Asia & Pacific (excluding high income),EAP,5.1748754373675,6.22278469550616,7.41638223410011,7.57504134593411,7.75656439919978,7.98367788063185,8.26878720726764,8.63606473628645,9.0563230730392,9.50305336696332,9.93856734241142,10.3428273864187
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,5.18557636157572,6.22697877448246,7.39582364092431,7.55307640430941,7.73405705432455,7.9623444845866,8.25070719367051,8.6232336446518,9.05068051085722,9.50513755840476,9.94697253846236,10.3551016570921
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Euro area,EMU,14.0804586620819,16.3110676503445,18.5947584133616,18.8795581617741,19.1969961515468,19.5204898269047,19.8339056568933,20.1000421278331,20.3527595107806,20.599407418174,20.8522955189947,21.1350562758339
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Europe & Central Asia,ECS,11.6156583596751,13.3980501185412,14.7831166079364,14.9508879978549,15.1505489329725,15.3659751544099,15.5889886306027,15.8395940389762,16.0938754923437,16.3536999251887,16.6183416822112,16.8999479298204
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Europe & Central Asia (excluding high income),ECA,8.78055181444818,10.5104968369368,11.0810086868671,11.09491406529,11.1372658413608,11.2109969870299,11.3226723735509,11.5327056252245,11.7781151403994,12.0475176182809,12.3253575664799,12.6018216435735
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,8.91673504274089,10.6965510588649,11.3796573865243,11.4290139824034,11.5102723205245,11.6221963996958,11.7683813795785,12.0100396595103,12.282767664948,12.5770264053016,12.879986779245,13.1837458971155
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,European Union,EUU,13.5004754939647,15.6990053881923,17.9054014285833,18.2090896454215,18.5501193774651,18.9001945079417,19.2418985675497,19.5634934851629,19.8682039941629,20.1630530844779,20.4601073079903,20.7800848357835
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Fragile and conflict affected situations,FCS,3.21827397667145,3.26825338707037,3.29509839541053,3.30517868571186,3.31351544335944,3.32301352800941,3.33550236329134,3.37081306240547,3.40605833455626,3.44137633124857,3.47660297046844,3.51232554843517
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Heavily indebted poor countries (HIPC),HPC,3.03659683038098,2.99994261838483,2.93717651674383,2.94602225027373,2.95322669755935,2.95977321842896,2.96652343393498,2.98846132283362,3.00872887598306,3.02840413457129,3.04853917246924,3.07010468328667
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,High income,HIC,12.2304339970879,13.7035137686175,15.6142582949064,15.9293691539176,16.2777326214371,16.6335486557107,16.9843204128179,17.3212683899165,17.6463353896731,17.9669883421425,18.2955695947527,18.6458329440182
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,IBRD only,IBD,5.17683226661602,6.06177384998318,6.98992822401416,7.10919003397182,7.24569795500345,7.41281175202255,7.61843774715557,7.88119426818388,8.1761244119098,8.48822825823598,8.79698936635171,9.09125376677395
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,IDA & IBRD total,IBT,4.79620483564763,5.47881959102771,6.14245150206137,6.22871491815438,6.32674583882313,6.44662944972612,6.59431071550599,6.78792295899291,7.00368943023726,7.23026443089716,7.45300253575211,7.66411938470689
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,IDA blend,IDB,3.35382529906979,3.39206459064033,3.40725798683988,3.40689923036434,3.40304768219533,3.39782031876489,3.39311917430606,3.41125865215866,3.42722950255765,3.44403059106895,3.46532891013883,3.49350863136116
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,IDA only,IDX,3.13200067208526,3.28281495211091,3.43490673848785,3.45606064525051,3.47398327483856,3.48980084932853,3.50466791544446,3.53386632335609,3.56078320703476,3.58767315208416,3.61719592172588,3.65133674745473
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,IDA total,IDA,3.20628935940805,3.31936588678985,3.42564658142906,3.43957843109385,3.4501758716361,3.45890045969912,3.46716499124017,3.49262351821325,3.51584506880883,3.53933610349283,3.5660961397584,3.59824723415727
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Late-demographic dividend,LTE,5.99759735675462,7.20149980057861,8.4922746586243,8.66531643649212,8.86712861017299,9.11663423751139,9.42424149407888,9.81338901701692,10.2547252366781,10.7237933256761,11.1855349567444,11.6204470021818
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Latin America & Caribbean,LCN,4.81968742328093,5.67585300724923,7.02138326676149,7.18100824648854,7.35110368141092,7.53744325799714,7.74398623812271,7.96189853990123,8.19615518275774,8.44334397504673,8.70193001147776,8.96861565774603
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Latin America & Caribbean (excluding high income),LAC,4.72756819452902,5.56632695224236,6.91056445857863,7.06814073466984,7.23582400997334,7.41945591405882,7.62258792992256,7.83204703296687,8.05716383343922,8.29530550117835,8.54236858170264,8.79737537132975
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,4.66946216491172,5.53538997012739,6.8606216504587,7.01723394820739,7.18431821781088,7.36786267370854,7.57163359935343,7.78611382526766,8.01678329387411,8.26115439891089,8.5152938335182,8.77811311991819
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Least developed countries: UN classification,LDC,3.11127376842007,3.25768503569022,3.41388871307373,3.43370350805365,3.44960612786253,3.46244230493895,3.47330719196459,3.49808721333553,3.5195867921375,3.54029535222782,3.56309792644554,3.59013098880769
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Low & middle income,LMY,4.74525689958142,5.42242079289164,6.09365033142561,6.178683707695,6.27485382770248,6.3924016447944,6.53739715152565,6.72752461746471,6.93958415263851,7.16236155211739,7.38147152274771,7.58927316948557
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Low income,LIC,3.08075408460351,3.1301575241305,3.17264276952583,3.19051433001237,3.20448062382889,3.21321098522395,3.21678438505587,3.22855185333606,3.23428629026716,3.23890802666913,3.24852465733517,3.26641016910504
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Lower middle income,LMC,3.9376388748599,4.40483606552585,4.90930208011957,4.96502262871748,5.02415315517243,5.09265650271358,5.17520868730154,5.28984600961952,5.4125303481495,5.54210080689585,5.67669141333594,5.81595858307337
